iter	Passed	Remaining
154	1539	8393
155	1547	8372
156	1556	8358
157	1565	8341
158	1573	8322
159	1581	8302
160	1589	8283
161	1597	8263
162	1606	8247
163	1615	8234
164	1625	8225
165	1634	8210
166	1642	8192
167	1650	8176
168	1658	8157
169	1666	8137
170	1678	8139
171	1688	8130
172	1697	8113
173	1705	8096
174	1712	8074
175	1720	8055
176	1727	8033
177	1735	8015
178	1743	7995
179	1751	7977
180	1758	7955
181	1764	7930
182	1771	7909
183	1778	7889
184	1787	7874
185	1798	7870
186	1811	7876
187	1829	7901
188	1848	7930
189	1860	7933
190	1872	7931
191	1883	7925
192	1893	7919
193	1905	7914
194	1915	7908
195	1925	7899
196	1937	7896
197	1948	7890
198	1958	7883
199	1970	7883
200	1984	7886
201	1996	7885
202	2012	7899
203	2024	7898
204	2034	7890
205	2044	7878
206	2054	7870
207	2065	7864
208	2075	7856
209	2088	7856
210	2100	7853
211	2110	7843
212	2120	7836
213	2130	7826
214	2140	7815
215	2151	7808
216	2161	7799
217	2170	7784
218	2179	7773
219	2188	7757
220	2196	7742
221	2205	7729
222	2215	7718
223	2226	7714
224	2237	7706
225	2248	7700
226	2258	7689
227	2269	7685
228	2279	7674
229	2288	7661
230	2299	7656
231	2312	7654
232	2323	7648
233	2336	7649
234	2347	7640
235	2355	7625
236	2366	7618
237	2375	7605
238	2385	7595
239	2395	7585
240	2404	7574
241	2414	7562
242	2424	7551
243	2432	7537
244	2443	7530
245	2456	7528
246	2466	7518
247	2475	7505
248	2484	7492
249	2494	7482
250	2504	7474
251	2514	7464
252	2522	7449
253	2530	7432
254	2539	7420
255	2548	7406
256	2557	7393
257	2564	7375
258	2573	7361
259	2580	7345
260	2588	7330
261	2597	7315
262	2605	7300
263	2613	7285
264	2621	7271
265	2629	7255
266	2638	7242
267	2646	7227
268	2654	7213
269	2664	7203
270	2672	7189
271	2680	7174
272	2689	7161
273	2697	7147
274	2707	7137
275	2716	7126
276	2726	7116
277	2736	7107
278	2746	7096
279	2757	7090
280	2765	7077
281	2774	7063
282	2782	7050
283	2792	7039
284	2801	7027
285	2808	7012
286	2817	6998
287	2824	6983
288	2832	6967
289	2839	6952
290	2847	6937
291	2854	6920
292	2861	6904
293	2868	6888
294	2875	6873
295	2884	6859
296	2893	6850
297	2902	6837
298	2910	6822
299	2917	6806
300	2924	6790
301	2931	6775
302	2939	6761
303	2951	6756
304	2966	6759
305	2981	6760
306	2995	6762
307	3013	6770
308	3024	6763
309	3036	6759
310	3048	6753
311	3059	6746
312	3069	6736
313	3079	6727
314	3089	6718
315	3101	6712
316	3110	6702
317	3120	6692
318	3129	6680
319	3141	6675
320	3152	6668
321	3166	6668
322	3181	6667
323	3190	6657
324	3201	6649
325	3211	6640
326	3220	6628
327	3231	6620
328	3241	6611
329	3251	6600
330	3261	6591
331	3270	6580
332	3279	6568
333	3288	6557
334	3311	6574
335	3336	6592
336	3356	6603
337	3367	6595
338	3381	6592
339	3395	6590
340	3419	6608
341	3427	6595
342	3438	6585
343	3449	6577
344	3460	6569
345	3471	6561
346	3483	6554
347	3495	6548
348	3505	6539
349	3515	6528
350	3524	6517
351	3534	6506
352	3545	6497
353	3556	6489
354	3568	6484
355	3578	6473
356	3587	6462
357	3595	6448
358	3605	6437
359	3612	6423
360	3621	6409
361	3630	6397
362	3638	6385
363	3646	6371
364	3655	6358
365	3663	6346
366	3671	6332
367	3680	6320
368	3688	6307
369	3695	6292
370	3703	6278
371	3710	6264
372	3719	6252
373	3728	6240
374	3736	6228
375	3744	6214
376	3753	6202
377	3760	6188
378	3768	6175
379	3776	6161
380	3784	6148
381	3792	6135
382	3801	6123
383	3809	6111
384	3818	6099
385	3826	6086
386	3835	6074
387	3842	6061
388	3851	6049
389	3859	6036
390	3867	6023
391	3875	6011
392	3884	6000
393	3894	5990
394	3904	5980
395	3914	5970
396	3922	5957
397	3931	5946
398	3938	5932
399	3946	5919
400	3953	5905
401	3961	5892
402	3967	5878
403	3975	5864
404	3984	5853
405	3992	5841
406	4000	5828
407	4008	5815
408	4016	5803
409	4023	5789
410	4031	5777
411	4038	5763
412	4045	5749
413	4052	5736
414	4060	5723
415	4067	5710
416	4075	5698
417	4083	5685
418	4090	5671
419	4097	5658
420	4105	5645
421	4112	5632
422	4119	5619
423	4129	5609
424	4144	5607
425	4157	5601
426	4174	5601
427	4188	5597
428	4201	5591
429	4212	5584
430	4223	5576
431	4234	5567
432	4245	5559
433	4256	5550
434	4265	5540
435	4276	5531
436	4286	5522
437	4301	5519
438	4313	5511
439	4324	5504
440	4335	5495
441	4346	5486
442	4356	5477
443	4366	5468
444	4376	5458
445	4385	5447
446	4394	5436
447	4403	5426
448	4413	5416
449	4422	5405
450	4433	5397
451	4442	5385
452	4451	5375
453	4460	5364
454	4469	5353
455	4477	5341
456	4486	5331
457	4495	5319
458	4505	5310
459	4514	5300
460	4524	5289
461	4533	5278
462	4544	5270
463	4554	5260
464	4564	5251
465	4573	5241
466	4583	5231
467	4594	5222
468	4604	5212
469	4614	5203
470	4627	5197
471	4639	5190
472	4650	5180
473	4659	5170
474	4668	5159
475	4678	5150
476	4687	5139
477	4698	5130
478	4708	5121
479	4721	5114
480	4731	5105
481	4742	5096
482	4753	5088
483	4763	5078
484	4774	5069
485	4784	5059
486	4793	5049
487	4802	5038
488	4810	5027
489	4820	5017
490	4829	5006
491	4837	4994
492	4847	4984
493	4855	4973
494	4863	4961
495	4871	4950
496	4880	4939
497	4888	4927
498	4896	4915
499	4904	4904
500	4913	4893
501	4922	4883
502	4932	4873
503	4940	4862
504	4949	4851
505	4957	4840
506	4965	4828
507	4973	4816
508	4980	4804
509	4989	4793
510	4996	4781
511	5004	4770
512	5012	4758
513	5020	4747
514	5028	4735
515	5036	4724
516	5044	4712
